Name : Name of Mech | Tons: Tonnage | BV: BV | PV: PV | Role: Role | Date: Date
Name : Crusader CRD-3L | Tons: 65 | BV: 1,297 | PV: 34 | Role: Missile Boat | Date: 2753
Name : Crusader CRD-3R | Tons: 65 | BV: 1,317 | PV: 32 | Role: Missile Boat | Date: 2752
Name : Crusader CRD-3R (Crael) | Tons: 65 | BV: 1,204 | PV: 29 | Role: Brawler | Date: 3040
Name : Crusader CRD-4BR | Tons: 65 | BV: 1,407 | PV: 37 | Role: Missile Boat | Date: 3054
Name : Crusader CRD-4D | Tons: 65 | BV: 1,309 | PV: 33 | Role: Missile Boat | Date: 3049
Name : Crusader CRD-4K | Tons: 65 | BV: 1,268 | PV: 33 | Role: Missile Boat | Date: 3049
Name : Crusader CRD-4L | Tons: 65 | BV: 1,309 | PV: 33 | Role: Missile Boat | Date: 3049
Name : Crusader CRD-5M | Tons: 65 | BV: 1,408 | PV: 35 | Role: Skirmisher | Date: 3049
Name : Crusader CRD-5S | Tons: 65 | BV: 1,446 | PV: 34 | Role: Missile Boat | Date: 3049
Name : Crusader CRD-6D | Tons: 65 | BV: 1,498 | PV: 39 | Role: Skirmisher | Date: 3054
Name : Crusader CRD-6T | Tons: 65 | BV: 1,890 | PV: 49 | Role: Skirmisher | Date: 3053
Name : Exterminator EXT-4A | Tons: 65 | BV: 1,372 | PV: 35 | Role: Skirmisher | Date: 3007
Name : Exterminator EXT-4D | Tons: 65 | BV: 1,385 | PV: 37 | Role: Skirmisher | Date: 2630
Name : Exterminator EXT-4Db | Tons: 65 | BV: 1,694 | PV: 38 | Role: Skirmisher | Date: 2718
Name : Exterminator EXT-5E | Tons: 65 | BV: 1,532 | PV: 49 | Role: Skirmisher | Date: 3060
Name : Fire Scorpion   | Tons: 65 | BV: 1,546 | PV: 36 | Role: Sniper | Date: 2852
Name : Fire Scorpion 2 | Tons: 65 | BV: 1,749 | PV: 40 | Role: Missile Boat | Date: 3060
Name : Ha Otoko   | Tons: 65 | BV: 1,873 | PV: 40 | Role: Missile Boat | Date: 3060
Name : Ha Otoko HKO-1C | Tons: 65 | BV: 1,288 | PV: 35 | Role: Missile Boat | Date: 3061
Name : JagerMech III JM6-D3 | Tons: 65 | BV: 1,537 | PV: 39 | Role: Sniper | Date: 3058
Name : JagerMech JM6-A | Tons: 65 | BV: 1,122 | PV: 27 | Role: Missile Boat | Date: 2778
Name : JagerMech JM6-DD | Tons: 65 | BV: 965 | PV: 27 | Role: Sniper | Date: 3049
Name : JagerMech JM6-DG | Tons: 65 | BV: 1,625 | PV: 30 | Role: Sniper | Date: 3054
Name : JagerMech JM6-DGr | Tons: 65 | BV: 1,661 | PV: 30 | Role: Sniper | Date: 3058
Name : JagerMech JM6-S | Tons: 65 | BV: 901 | PV: 26 | Role: Sniper | Date: 2774
Name : Jinggau JN-G8A | Tons: 65 | BV: 2,072 | PV: 42 | Role: Skirmisher | Date: 3060
Name : Koschei KSC-3L | Tons: 65 | BV: 1,384 | PV: 34 | Role: Missile Boat | Date: 2634
Name : Koschei KSC-4I | Tons: 65 | BV: 1,516 | PV: 39 | Role: Skirmisher | Date: 2719
Name : Koschei KSC-4L | Tons: 65 | BV: 1,503 | PV: 41 | Role: Missile Boat | Date: 2723
Name : Linebacker A | Tons: 65 | BV: 2,264 | PV: 44 | Role: Sniper | Date: 3052
Name : Linebacker B | Tons: 65 | BV: 2,048 | PV: 43 | Role: Skirmisher | Date: 3052
Name : Linebacker C | Tons: 65 | BV: 2,075 | PV: 41 | Role: Skirmisher | Date: 3052
Name : Linebacker D | Tons: 65 | BV: 2,039 | PV: 50 | Role: Skirmisher | Date: 3052
Name : Linebacker E | Tons: 65 | BV: 1,846 | PV: 40 | Role: Skirmisher | Date: 3061
Name : Linebacker Prime | Tons: 65 | BV: 2,390 | PV: 44 | Role: Skirmisher | Date: 3052
Name : Loki (Hellbringer) A | Tons: 65 | BV: 1,948 | PV: 43 | Role: Striker | Date: 2926
Name : Loki (Hellbringer) B | Tons: 65 | BV: 1,592 | PV: 35 | Role: Striker | Date: 2926
Name : Loki (Hellbringer) C | Tons: 65 | BV: 2,076 | PV: 40 | Role: Striker | Date: 3054
Name : Loki (Hellbringer) F | Tons: 65 | BV: 1,839 | PV: 39 | Role: Striker | Date: 3054
Name : Loki (Hellbringer) H | Tons: 65 | BV: 1,952 | PV: 40 | Role: Sniper | Date: 3059
Name : Loki (Hellbringer) J | Tons: 65 | BV: 2,415 | PV: 42 | Role: Scout | Date: 3058
Name : Loki (Hellbringer) M | Tons: 65 | BV: 2,200 | PV: 42 | Role: Sniper | Date: 3052
Name : Loki (Hellbringer) Prime | Tons: 65 | BV: 2,654 | PV: 45 | Role: Striker | Date: 2926
Name : Morpheus MR-P1 | Tons: 65 | BV: 1,340 | PV: 38 | Role: Scout | Date: 3051
Name : Ostwar OWR-2Mb | Tons: 65 | BV: 1,638 | PV: 40 | Role: Brawler | Date: 2620
Name : Rifleman IIC   | Tons: 65 | BV: 2,307 | PV: 47 | Role: Sniper | Date: 2845
Name : Rifleman IIC 2 | Tons: 65 | BV: 1,345 | PV: 31 | Role: Sniper | Date: 2997
Name : Tempest TMP-3G | Tons: 65 | BV: 1,810 | PV: 39 | Role: Brawler | Date: 3056
Name : Tempest TMP-3M | Tons: 65 | BV: 1,786 | PV: 39 | Role: Brawler | Date: 3055
Name : Tempest TMP-3MA | Tons: 65 | BV: 1,425 | PV: 35 | Role: Brawler | Date: 3056
Name : Thunderbolt C 2 | Tons: 65 | BV: 2,170 | PV: 46 | Role: Juggernaut | Date: 3054
Name : Thunderbolt TDR-5D | Tons: 65 | BV: 1,231 | PV: 35 | Role: Brawler | Date: 2821
Name : Thunderbolt TDR-5Sb | Tons: 65 | BV: 1,613 | PV: 41 | Role: Brawler | Date: 2753
Name : Thunderbolt TDR-5SE | Tons: 65 | BV: 1,414 | PV: 35 | Role: Skirmisher | Date: 3000
Name : Thunderbolt TDR-5SS | Tons: 65 | BV: 1,337 | PV: 35 | Role: Brawler | Date: 2930
Name : Thunderbolt TDR-5S-T (Tallman) | Tons: 65 | BV: 1,447 | PV: 37 | Role: Brawler | Date: 3025
Name : Thunderbolt TDR-7M | Tons: 65 | BV: 1,495 | PV: 39 | Role: Brawler | Date: 3049
Name : Thunderbolt TDR-8M | Tons: 65 | BV: 1,644 | PV: 38 | Role: Brawler | Date: 3058
Name : Thunderbolt TDR-9S | Tons: 65 | BV: 1,494 | PV: 37 | Role: Brawler | Date: 3050
Name : Thunderbolt TDR-9SE | Tons: 65 | BV: 1,439 | PV: 37 | Role: Skirmisher | Date: 3049
Name : Archer (Wolf) | Tons: 70 | BV: 2,365 | PV: 51 | Role: Missile Boat | Date: 3055
Name : Archer ARC-2K | Tons: 70 | BV: 1,356 | PV: 34 | Role: Missile Boat | Date: 2856
Name : Archer ARC-2R (Rubinsky) | Tons: 70 | BV: 1,411 | PV:  | Role: None | Date: 3059
Name : Archer ARC-2Rb | Tons: 70 | BV: 1,705 | PV: 44 | Role: Missile Boat | Date: 2752
Name : Archer ARC-2S | Tons: 70 | BV: 1,393 | PV: 36 | Role: Missile Boat | Date: 2915
Name : Archer ARC-2W | Tons: 70 | BV: 1,338 | PV: 35 | Role: Missile Boat | Date: 3010
Name : Archer ARC-4M | Tons: 70 | BV: 1,705 | PV: 44 | Role: Missile Boat | Date: 3049
Name : Archer ARC-5CS | Tons: 70 | BV: 1,609 | PV: 44 | Role: Missile Boat | Date: 3052
Name : Archer ARC-5R | Tons: 70 | BV: 1,674 | PV: 37 | Role: Missile Boat | Date: 3050
Name : Archer ARC-5S | Tons: 70 | BV: 1,353 | PV: 38 | Role: Missile Boat | Date: 3050
Name : Archer ARC-5W | Tons: 70 | BV: 1,337 | PV: 38 | Role: Missile Boat | Date: 3050
Name : Avatar AV1-O | Tons: 70 | BV: 1,395 | PV: 37 | Role: Brawler | Date: 3056
Name : Avatar AV1-OA | Tons: 70 | BV: 1,481 | PV: 34 | Role: Brawler | Date: 3056
Name : Avatar AV1-OB | Tons: 70 | BV: 1,496 | PV: 39 | Role: Missile Boat | Date: 3056
Name : Avatar AV1-OC | Tons: 70 | BV: 1,406 | PV: 41 | Role: Sniper | Date: 3056
Name : Avatar AV1-OD | Tons: 70 | BV: 1,475 | PV: 39 | Role: Brawler | Date: 3060
Name : Avatar AV1-OG | Tons: 70 | BV: 1,775 | PV: 34 | Role: Sniper | Date: 3056
Name : Barghest BGS-1T | Tons: 70 | BV: 1,787 | PV: 37 | Role: Sniper | Date: 3058
Name : Barghest BGS-2T | Tons: 70 | BV: 1,794 | PV: 40 | Role: Skirmisher | Date: 3060
Name : Bowman   | Tons: 70 | BV: 2,308 | PV: 52 | Role: Missile Boat | Date: 2973
Name : Bowman 2 | Tons: 70 | BV: 2,567 | PV: 56 | Role: Missile Boat | Date: 2974
Name : Bowman 4 | Tons: 70 | BV: 1,854 | PV: 50 | Role: Missile Boat | Date: 2923
Name : Caesar CES-3R | Tons: 70 | BV: 1,578 | PV: 34 | Role: Brawler | Date: 3049
Name : Cataphract CTF-1X | Tons: 70 | BV: 1,316 | PV: 33 | Role: Brawler | Date: 3025
Name : Cataphract CTF-2X | Tons: 70 | BV: 1,344 | PV: 35 | Role: Brawler | Date: 3027
Name : Cataphract CTF-3D | Tons: 70 | BV: 1,325 | PV: 31 | Role: Sniper | Date: 3050
Name : Cataphract CTF-3L | Tons: 70 | BV: 1,545 | PV: 35 | Role: Sniper | Date: 3050
Name : Cataphract CTF-4X | Tons: 70 | BV: 1,216 | PV: 35 | Role: Sniper | Date: 3029
Name : Daikyu DAI-01 | Tons: 70 | BV: 1,603 | PV: 39 | Role: Sniper | Date: 3055
Name : Daikyu DAI-02 | Tons: 70 | BV: 1,831 | PV: 45 | Role: Skirmisher | Date: 3060
Name : Dragoon AEM-01 | Tons: 70 | BV: 1,669 | PV: 36 | Role: Sniper | Date: 2771
Name : Excalibur EXC-B1 | Tons: 70 | BV: 1,549 | PV: 37 | Role: Skirmisher | Date: 2619
Name : Excalibur EXC-B2 | Tons: 70 | BV: 1,533 | PV: 37 | Role: Skirmisher | Date: 2620
Name : Excalibur EXC-B2b | Tons: 70 | BV: 1,715 | PV: 42 | Role: Missile Boat | Date: 2735
Name : Excalibur EXC-C1 | Tons: 70 | BV: 1,637 | PV: 38 | Role: Skirmisher | Date: 3058
Name : Gallowglas GAL-1GLS | Tons: 70 | BV: 1,695 | PV: 36 | Role: Brawler | Date: 3055
Name : Gallowglas GAL-2GLS | Tons: 70 | BV: 1,857 | PV: 37 | Role: Brawler | Date: 3055
Name : Gallowglas WD | Tons: 70 | BV: 2,094 | PV: 43 | Role: Skirmisher | Date: 3055
Name : Grasshopper GHR-5H | Tons: 70 | BV: 1,427 | PV: 37 | Role: Skirmisher | Date: 2780
Name : Grasshopper GHR-5J | Tons: 70 | BV: 1,354 | PV: 36 | Role: Skirmisher | Date: 3049
Name : Grasshopper GHR-5N | Tons: 70 | BV: 1,511 | PV: 37 | Role: Skirmisher | Date: 3040
Name : Grasshopper GHR-C | Tons: 70 | BV: 1,366 | PV: 39 | Role: Skirmisher | Date: 3052
Name : Grizzly   | Tons: 70 | BV: 2,219 | PV: 45 | Role: Skirmisher | Date: 2947
Name : Guillotine GLT-4L | Tons: 70 | BV: 1,400 | PV: 35 | Role: Skirmisher | Date: 2825
Name : Guillotine GLT-4P | Tons: 70 | BV: 1,376 | PV: 34 | Role: Skirmisher | Date: 2833
Name : Guillotine GLT-5M | Tons: 70 | BV: 1,472 | PV: 36 | Role: Skirmisher | Date: 3049
Name : Guillotine IIC   | Tons: 70 | BV: 2,377 | PV: 41 | Role: Skirmisher | Date: 2889
Name : Hercules HRC-LS-9000 | Tons: 70 | BV: 1,561 | PV: 38 | Role: Skirmisher | Date: 3054
Name : Hercules HRC-LS-9001 | Tons: 70 | BV: 1,566 | PV: 41 | Role: Skirmisher | Date: 3056
Name : JagerMech JM7-D | Tons: 70 | BV: 1,500 | PV: 38 | Role: Sniper | Date: 3057
Name : Minsk   | Tons: 70 | BV: 2,028 | PV: 50 | Role: Sniper | Date: 2862
Name : No-Dachi NDA-1K | Tons: 70 | BV: 1,708 | PV: 37 | Role: Brawler | Date: 3058
Name : No-Dachi NDA-2K | Tons: 70 | BV: 1,739 | PV: 43 | Role: Brawler | Date: 3059
Name : No-Dachi NDA-2KO | Tons: 70 | BV: 1,728 | PV: 43 | Role: Brawler | Date: 3060
Name : Nova Cat A | Tons: 70 | BV: 2,629 | PV: 43 | Role: Sniper | Date: 3059
Name : Nova Cat B | Tons: 70 | BV: 2,492 | PV: 53 | Role: Missile Boat | Date: 3059
Name : Nova Cat C | Tons: 70 | BV: 1,944 | PV: 42 | Role: Sniper | Date: 3059
Name : Nova Cat D | Tons: 70 | BV: 2,084 | PV: 40 | Role: Brawler | Date: 3059
Name : Nova Cat Prime | Tons: 70 | BV: 2,530 | PV: 44 | Role: Sniper | Date: 3059
Name : Shootist ST-8A | Tons: 70 | BV: 1,507 | PV: 41 | Role: Brawler | Date: 2621
Name : Thor (Summoner) A | Tons: 70 | BV: 2,145 | PV: 40 | Role: Sniper | Date: 2872
Name : Thor (Summoner) B | Tons: 70 | BV: 2,159 | PV: 45 | Role: Missile Boat | Date: 2872
Name : Thor (Summoner) C | Tons: 70 | BV: 2,379 | PV: 43 | Role: Skirmisher | Date: 2872
Name : Thor (Summoner) D | Tons: 70 | BV: 2,643 | PV: 43 | Role: Sniper | Date: 2872
Name : Thor (Summoner) E | Tons: 70 | BV: 2,612 | PV: 46 | Role: Skirmisher | Date: 3059
Name : Thor (Summoner) F | Tons: 70 | BV: 2,186 | PV: 46 | Role: Skirmisher | Date: 3054
Name : Thor (Summoner) H | Tons: 70 | BV: 2,536 | PV: 43 | Role: Skirmisher | Date: 3059
Name : Thor (Summoner) M | Tons: 70 | BV: 2,251 | PV: 41 | Role: Sniper | Date: 3051
Name : Thor (Summoner) Prime | Tons: 70 | BV: 2,298 | PV: 43 | Role: Sniper | Date: 2872
Name : Thunder THR-1L | Tons: 70 | BV: 1,471 | PV: 44 | Role: Skirmisher | Date: 3055
Name : Viper VP-1 | Tons: 70 | BV: 1,609 | PV: 34 | Role: Brawler | Date: 2832
Name : Viper VP-5 | Tons: 70 | BV: 1,539 | PV: 36 | Role: Brawler | Date: 2958
Name : Warhammer C 3 | Tons: 70 | BV: 2,772 | PV: 49 | Role: Brawler | Date: 2862
Name : Warhammer WHM-6D | Tons: 70 | BV: 1,471 | PV: 36 | Role: Brawler | Date: 2835
Name : Warhammer WHM-6K | Tons: 70 | BV: 1,305 | PV: 32 | Role: Brawler | Date: 2830
Name : Warhammer WHM-6K (Olesko) | Tons: 70 | BV: 1,338 | PV: 40 | Role: Brawler | Date: 3023
Name : Warhammer WHM-6L | Tons: 70 | BV: 1,311 | PV: 31 | Role: Brawler | Date: 2825
Name : Warhammer WHM-6Rb | Tons: 70 | BV: 1,431 | PV: 38 | Role: Brawler | Date: 2599
Name : Warhammer WHM-6Rk | Tons: 70 | BV: 1,621 | PV: 42 | Role: Skirmisher | Date: 2745
Name : Warhammer WHM-7A | Tons: 70 | BV: 1,679 | PV: 40 | Role: Brawler | Date: 2761
Name : Warhammer WHM-7CS | Tons: 70 | BV: 1,751 | PV: 37 | Role: Brawler | Date: 3052
Name : Warhammer WHM-7K | Tons: 70 | BV: 1,651 | PV: 39 | Role: Brawler | Date: 3054
Name : Warhammer WHM-7M | Tons: 70 | BV: 1,487 | PV: 35 | Role: Brawler | Date: 3047
Name : Warhammer WHM-7M-DC | Tons: 70 | BV: 1,402 | PV: 35 | Role: Brawler | Date: 3052
Name : Warhammer WHM-7S | Tons: 70 | BV: 1,477 | PV: 36 | Role: Brawler | Date: 3050
Name : Bandersnatch BNDR-01A | Tons: 75 | BV: 1,478 | PV: 37 | Role: Brawler | Date: 3052
Name : Bandersnatch BNDR-01A (Horus) | Tons: 75 | BV: 1,587 | PV: 41 | Role: Brawler | Date: 3061
Name : Black Knight BL-10-KNT (Ross) | Tons: 75 | BV: 2,103 | PV: 43 | Role: Brawler | Date: 3055
Name : Black Knight BL-6b-KNT | Tons: 75 | BV: 1,627 | PV: 42 | Role: Brawler | Date: 2751
Name : Black Knight BL-6-KNT | Tons: 75 | BV: 1,551 | PV: 39 | Role: Brawler | Date: 2578
Name : Black Knight BL-7-KNT | Tons: 75 | BV: 1,443 | PV: 34 | Role: Brawler | Date: 2809
Name : Black Knight BL-7-KNT-L | Tons: 75 | BV: 1,409 | PV: 33 | Role: Brawler | Date: 2809
Name : Black Knight BL-9-KNT | Tons: 75 | BV: 1,678 | PV: 37 | Role: Brawler | Date: 3052
Name : Dragon Fire DGR-3F | Tons: 75 | BV: 1,855 | PV: 43 | Role: Brawler | Date: 3058
Name : Dragon Fire DGR-4F | Tons: 75 | BV: 1,900 | PV: 43 | Role: Brawler | Date: 3060
Name : Falconer FLC-8R | Tons: 75 | BV: 2,231 | PV: 40 | Role: Skirmisher | Date: 3053
Name : Flashman FLS-7K | Tons: 75 | BV: 1,480 | PV: 36 | Role: Brawler | Date: 2796
Name : Flashman FLS-8K | Tons: 75 | BV: 1,779 | PV: 41 | Role: Skirmisher | Date: 2701
Name : Flashman FLS-9C | Tons: 75 | BV: 1,779 | PV: 48 | Role: Skirmisher | Date: 3061
Name : Hammerhands HMH-3D (Kessem) | Tons: 75 | BV: 1,413 | PV: 38 | Role: Juggernaut | Date: 2725
Name : Helepolis HEP-3H | Tons: 75 | BV: 1,380 | PV: 46 | Role: Missile Boat | Date: 2625
Name : Mad Cat (Timber Wolf) (Bounty Hunter) | Tons: 75 | BV: 2,829 | PV: 59 | Role: Brawler | Date: 3060
Name : Mad Cat (Timber Wolf) (Pryde) | Tons: 75 | BV: 2,900 | PV: 51 | Role: Missile Boat | Date: 3052
Name : Mad Cat (Timber Wolf) A | Tons: 75 | BV: 2,854 | PV: 59 | Role: Skirmisher | Date: 2945
Name : Mad Cat (Timber Wolf) B | Tons: 75 | BV: 2,224 | PV: 48 | Role: Sniper | Date: 2945
Name : Mad Cat (Timber Wolf) C | Tons: 75 | BV: 2,500 | PV: 50 | Role: Sniper | Date: 2945
Name : Mad Cat (Timber Wolf) D | Tons: 75 | BV: 2,682 | PV: 51 | Role: Skirmisher | Date: 2945
Name : Mad Cat (Timber Wolf) E | Tons: 75 | BV: 2,444 | PV: 53 | Role: Sniper | Date: 3059
Name : Mad Cat (Timber Wolf) H | Tons: 75 | BV: 2,627 | PV: 58 | Role: Missile Boat | Date: 3059
Name : Mad Cat (Timber Wolf) N | Tons: 75 | BV: 2,862 | PV: 53 | Role: Brawler | Date: 3050
Name : Mad Cat (Timber Wolf) Prime | Tons: 75 | BV: 2,737 | PV: 54 | Role: Brawler | Date: 2945
Name : Mad Cat (Timber Wolf) S | Tons: 75 | BV: 2,462 | PV: 54 | Role: Skirmisher | Date: 3050
Name : Mad Cat (Timber Wolf) TC | Tons: 75 | BV: 2,903 | PV: 52 | Role: Skirmisher | Date: 3052
Name : Maelstrom MTR-5K | Tons: 75 | BV: 1,694 | PV: 44 | Role: Skirmisher | Date: 3056
Name : Marauder (Bounty Hunter-3015) | Tons: 75 | BV: 1,919 | PV: 45 | Role: Juggernaut | Date: 3015
Name : Marauder (Bounty Hunter-3044) | Tons: 75 | BV: 2,103 | PV: 41 | Role: Sniper | Date: 3044
Name : Marauder MAD-1R | Tons: 75 | BV: 1,420 | PV: 37 | Role: Sniper | Date: 2612
Name : Marauder MAD-2R | Tons: 75 | BV: 1,630 | PV: 40 | Role: Sniper | Date: 2760
Name : Marauder MAD-3D | Tons: 75 | BV: 1,470 | PV: 35 | Role: Brawler | Date: 2834
Name : Marauder MAD-3L | Tons: 75 | BV: 1,369 | PV: 35 | Role: Brawler | Date: 2905
Name : Marauder MAD-3M | Tons: 75 | BV: 1,335 | PV: 34 | Role: Brawler | Date: 2873
Name : Marauder MAD-3R | Tons: 75 | BV: 1,363 | PV: 35 | Role: Sniper | Date: 2819
Name : Marauder MAD-5CS | Tons: 75 | BV: 1,648 | PV: 36 | Role: Sniper | Date: 3052
Name : Marauder MAD-5D | Tons: 75 | BV: 1,787 | PV: 37 | Role: Skirmisher | Date: 3047
Name : Marauder MAD-5D-DC | Tons: 75 | BV: 1,787 | PV: 35 | Role: Brawler | Date: 3055
Name : Marauder MAD-5M | Tons: 75 | BV: 1,471 | PV: 33 | Role: Skirmisher | Date: 3051
Name : Marauder MAD-5S | Tons: 75 | BV: 1,799 | PV: 36 | Role: Sniper | Date: 3051
Name : Marauder MAD-SD (Douglass) | Tons: 75 | BV: 1,459 | PV: 39 | Role: Brawler | Date: 3025
Name : Masauwu   | Tons: 75 | BV: 2,299 | PV: 46 | Role: Brawler | Date: 2832
Name : Night Gyr A | Tons: 75 | BV: 2,680 | PV: 45 | Role: Skirmisher | Date: 3052
Name : Night Gyr B | Tons: 75 | BV: 2,140 | PV: 38 | Role: Sniper | Date: 3052
Name : Night Gyr C | Tons: 75 | BV: 2,468 | PV: 42 | Role: Skirmisher | Date: 3052
Name : Night Gyr D | Tons: 75 | BV: 2,889 | PV: 46 | Role: Missile Boat | Date: 3052
Name : Night Gyr E | Tons: 75 | BV: 2,717 | PV: 47 | Role: Skirmisher | Date: 3061
Name : Night Gyr Prime | Tons: 75 | BV: 2,830 | PV: 47 | Role: Skirmisher | Date: 3052
Name : Onslaught SA-OS | Tons: 75 | BV: 1,562 | PV: 39 | Role: Skirmisher | Date: 3052
Name : Orion IIC   | Tons: 75 | BV: 2,392 | PV: 46 | Role: Sniper | Date: 2841
Name : Orion ON1-M | Tons: 75 | BV: 1,414 | PV: 36 | Role: Brawler | Date: 3049
Name : Orion ON1-MA | Tons: 75 | BV: 1,501 | PV: 39 | Role: Brawler | Date: 3052
Name : Orion ON1-MB | Tons: 75 | BV: 1,472 | PV: 36 | Role: Brawler | Date: 3058
Name : Orion ON1-MC | Tons: 75 | BV: 1,501 | PV: 40 | Role: Brawler | Date: 3058
Name : Orion ON1-M-DC | Tons: 75 | BV: 1,444 | PV: 37 | Role: Brawler | Date: 3053
Name : Orion ON1-V | Tons: 75 | BV: 1,298 | PV: 35 | Role: Brawler | Date: 2799
Name : Orion ON1-VA | Tons: 75 | BV: 1,328 | PV: 39 | Role: Juggernaut | Date: 2901
Name : Orion ON1-V-DC | Tons: 75 | BV: 1,310 | PV: 35 | Role: Brawler | Date: 2913
Name : Penetrator PTR-4D | Tons: 75 | BV: 1,687 | PV: 39 | Role: Skirmisher | Date: 3053
Name : Penetrator PTR-4F | Tons: 75 | BV: 1,564 | PV: 43 | Role: Missile Boat | Date: 3056
Name : Penetrator PTR-6M | Tons: 75 | BV: 1,639 | PV: 39 | Role: Skirmisher | Date: 3058
Name : Penetrator PTR-6S | Tons: 75 | BV: 1,689 | PV: 39 | Role: Skirmisher | Date: 3059
Name : Perseus P1 | Tons: 75 | BV: 1,713 | PV: 40 | Role: Brawler | Date: 3058
Name : Perseus P1A | Tons: 75 | BV: 1,661 | PV: 46 | Role: Missile Boat | Date: 3058
Name : Perseus P1B | Tons: 75 | BV: 1,776 | PV: 36 | Role: Brawler | Date: 3058
Name : Perseus P1C | Tons: 75 | BV: 1,644 | PV: 38 | Role: Brawler | Date: 3058
Name : Perseus P1D | Tons: 75 | BV: 1,714 | PV: 45 | Role: Brawler | Date: 3058
Name : Rakshasa MDG-1A | Tons: 75 | BV: 1,795 | PV: 45 | Role: Skirmisher | Date: 3055
Name : Rakshasa MDG-1B | Tons: 75 | BV: 1,748 | PV: 45 | Role: Skirmisher | Date: 3056
Name : Shugenja SJA-7D | Tons: 75 | BV: 1,656 | PV: 45 | Role: Brawler | Date: 3061
Name : Spirit Walker A | Tons: 75 | BV: 1,990 | PV: 46 | Role: Brawler | Date: 2866
Name : Spirit Walker Prime | Tons: 75 | BV: 2,115 | PV: 43 | Role: Sniper | Date: 2866
Name : Stalker STK-4P | Tons: 75 | BV: 1,461 | PV: 39 | Role: Juggernaut | Date: 2998
Name : Thanatos TNS-4S | Tons: 75 | BV: 1,844 | PV: 46 | Role: Skirmisher | Date: 3061
Name : Toyama TYM-1A | Tons: 75 | BV: 1,714 | PV: 39 | Role: Sniper | Date: 3057
Name : Viper (Black Python)   | Tons: 75 | BV: 2,813 | PV: 46 | Role: Skirmisher | Date: 3051
Name : Viper (Black Python) 2 | Tons: 75 | BV: 2,520 | PV: 44 | Role: Skirmisher | Date: 3052
Name : Viper (Black Python) 5 | Tons: 75 | BV: 2,925 | PV: 46 | Role: Skirmisher | Date: 3055
Name : War Dog WR-DG-02FC | Tons: 75 | BV: 1,814 | PV: 38 | Role: Brawler | Date: 3052
Name : Woodsman A | Tons: 75 | BV: 2,741 | PV: 52 | Role: Sniper | Date: 2866
Name : Woodsman B | Tons: 75 | BV: 2,414 | PV: 52 | Role: Sniper | Date: 2866
Name : Woodsman Prime | Tons: 75 | BV: 2,623 | PV: 54 | Role: Brawler | Date: 2866
Name : Awesome AWS-8Q | Tons: 80 | BV: 1,605 | PV: 39 | Role: Sniper | Date: 2665
Name : Awesome AWS-8R | Tons: 80 | BV: 1,470 | PV: 38 | Role: Missile Boat | Date: 2683
Name : Awesome AWS-8T | Tons: 80 | BV: 1,593 | PV: 39 | Role: Missile Boat | Date: 2815
Name : Awesome AWS-8V | Tons: 80 | BV: 1,510 | PV: 39 | Role: Sniper | Date: 2980
Name : Awesome AWS-9M | Tons: 80 | BV: 1,812 | PV: 41 | Role: Brawler | Date: 3049
Name : Awesome AWS-9Ma | Tons: 80 | BV: 1,836 | PV: 42 | Role: Sniper | Date: 3051
Name : Awesome AWS-9Q | Tons: 80 | BV: 1,875 | PV: 45 | Role: Sniper | Date: 3057
Name : Canis   | Tons: 80 | BV: 2,498 | PV: 44 | Role: Sniper | Date: 3058
Name : Charger CGR-1A1 | Tons: 80 | BV: 981 | PV: 18 | Role: Scout | Date: 2665
Name : Charger CGR-1A5 | Tons: 80 | BV: 1,468 | PV: 38 | Role: Juggernaut | Date: 3023
Name : Charger CGR-1A9 | Tons: 80 | BV: 1,397 | PV: 35 | Role: Skirmisher | Date: 3034
Name : Charger CGR-1L | Tons: 80 | BV: 980 | PV: 26 | Role: Skirmisher | Date: 3022
Name : Charger CGR-3K | Tons: 80 | BV: 1,656 | PV: 45 | Role: Skirmisher | Date: 3049
Name : Charger CGR-C | Tons: 80 | BV: 1,592 | PV: 44 | Role: Skirmisher | Date: 3052
Name : Charger CGR-SB "Challenger" | Tons: 80 | BV: 1,604 | PV: 39 | Role: Juggernaut | Date: 3025
Name : Cudgel CDG-1B | Tons: 80 | BV: 1,347 | PV: 35 | Role: Juggernaut | Date: 3053
Name : Goliath GOL-1H | Tons: 80 | BV: 1,449 | PV: 39 | Role: Sniper | Date: 2652
Name : Goliath GOL-3M | Tons: 80 | BV: 1,537 | PV: 37 | Role: Sniper | Date: 3047
Name : Goliath GOL-3M2 | Tons: 80 | BV: 1,631 | PV: 38 | Role: Sniper | Date: 3052
Name : Grand Crusader GRN-D-01 | Tons: 80 | BV: 1,758 | PV: 45 | Role: Missile Boat | Date: 3053
Name : Grand Crusader GRN-D-02 | Tons: 80 | BV: 1,702 | PV: 44 | Role: Missile Boat | Date: 3056
Name : Grand Crusader GRN-D-02-B | Tons: 80 | BV: 1,937 | PV: 44 | Role: Sniper | Date: 3057
Name : Hatamoto-Chi HTM-26T | Tons: 80 | BV: 1,536 | PV: 38 | Role: Brawler | Date: 3039
Name : Hatamoto-Chi HTM-27T | Tons: 80 | BV: 1,607 | PV: 39 | Role: Brawler | Date: 3042
Name : Hatamoto-Chi HTM-27T (Daniel II) | Tons: 80 | BV: 1,661 | PV: 48 | Role: Juggernaut | Date: 3052
